Advance_Time,Excavation_per_Stroke,Boring_Energy,RPM,Torque,Thrust_Force,Speed,Gripper_Pressure,Total_Revolution,Front_Shield_Pressure_LHS,Front_Shield_Pressure_RHS,Q_Value,Q_Value_Boring_Energy,Penetration_Rate
35.4362499948775,17.280908553994525,31.754039941673195,4.121780831931537,3416.782946959575,3343.0712730312002,29.02988485636389,268.7189283537341,143.39904572175826,159.8594944474942,152.94765565488558,9.962348158586572,2.0313707846618647,0.5
19.30271333085906,16.07517934123696,25.91923744447351,8.155000144869414,1364.3944587827668,4263.600934808645,49.427704774691726,329.41240561799646,153.05769454513901,119.28140047191667,118.26913983394019,60.000294392931885,4.796364714689278,1.2192548604323683
39.577733693713924,8.652713630485424,51.98526027841909,6.623957592679836,2932.2669326172086,3586.5948155889164,12.810754105615924,317.64184174544135,260.7624005212903,74.21540461133782,66.93280987591154,26.113187936412707,1.4242001236203434,0.77679145502645
33.67304970380361,24.611602508035713,30.883093044971293,5.690609389379256,3044.845671616567,4484.974140823561,43.95206786955985,160.01397522038116,191.94356986690875,61.63678150030573,67.19810348694685,18.30305482948161,3.0701712521092412,0.5
55.627238384100565,20.246578791924097,23.070043879407727,2.5921304830970557,2369.2834838188282,2485.9668992226534,22.111020914481855,158.80486213278323,144.39877746179835,96.38634560623095,93.38127632049222,84.30355392533619,0.2832095383497737,0.5
51.346754967161424,24.109800996443287,25.740385211839275,2.5919616423534184,3524.8436718114745,5633.418536357893,27.087135073465415,189.72533561367746,133.38750315632203,143.7588565797351,133.3203214562715,2.15794961876305,4.4544632654639535,0.5
36.8756236918524,24.61034270438733,18.037159886202193,1.9065852851773961,4257.157954645355,2473.287945145504,40.03921357144877,213.87942884866968,67.48440785049257,154.83118847300324,158.36448898649172,39.68106583411642,-3.6458782800469307,0.5
28.073553255299405,21.960540487977752,50.56368832746497,7.563233020424546,4224.603497755073,7602.4955547565305,47.014051994740576,226.19845116620547,213.9331344663555,95.49034015443954,84.0204999559577,2.4356158253305433,13.559535174657826,0.5
74.28215796933551,14.541054429993217,61.14349092199244,5.707805082202461,2468.105674195289,3635.9845733730313,11.606487967271269,296.7212763766698,424.4673338108173,119.47847050598966,112.77922470346573,43.78157780533745,3.4775740225789638,0.6624725823050344
42.24009727176689,18.65312212037019,22.067617682087665,6.456508044572319,1218.9807696107944,5780.083402231574,27.14148800672292,134.7369123631172,274.1896364016122,110.5342685320898,93.67915561508116,45.34374031260043,2.0527558779643673,0.8471044790904168
56.29645414681422,7.8487697468738356,14.745197086084143,1.6440914600706171,4443.912436160637,8160.553612930208,8.57600275957706,129.01490309877727,88.77099513985424,109.26273412217134,97.87106922459049,29.28879118982986,2.3149745846171275,0.5
23.433178054701646,20.167490019397786,35.34055706793217,8.28936896513396,3903.922919849956,6556.141583330359,52.29339266049517,221.89674636541633,194.8692406386976,87.76184558401806,89.19007894178189,12.328479088489619,0.6774147520760223,1.155982875900598
44.13538197956387,8.302078137742738,10.586717905190968,7.327098485602952,1261.2519204520872,5730.704505859347,11.178309014384972,301.2625599558749,321.00875998413517,76.364532603535,60.6482442987116,34.18668462723554,3.532617825110396,0.9906466909957446
16.652203192167928,20.654790172243764,-3.4495964052318993,2.986373774747933,4207.114965684277,4270.33627180763,74.89056725946203,170.29318916868547,48.935056399761386,83.60262698774557,71.75346119077184,60.66753312396466,-1.9857252155642906,0.5
45.327307074627,9.510355858095249,18.131338608211102,2.772774770449704,4018.6165396298748,4331.013391407385,13.406442362907383,286.7911651266254,126.7511432662249,66.63988645960153,66.62093513053907,70.5244248736791,0.6791473559125267,0.5271621399834926
72.84104442706214,6.821231203605279,34.68422382572984,2.783831568974037,2719.700811366467,6686.408686387331,6.2745727524616814,187.55531586447785,202.95938620560776,83.77568901882924,79.42683385008482,48.00217891373874,0.6871052481267985,0.5
38.05240277914801,7.966827763430978,15.831707370745754,3.629695700716764,2987.719112256238,8958.975528548173,12.015807846801907,350.38238829151425,136.41556280985753,61.10410771504554,77.04040080272,53.29017830235813,-0.056134905769945065,0.6039489618333216
17.339760754494694,4.047811245257686,17.38775015102865,5.173295021425664,2276.310004319482,6632.874328945651,13.879622497456591,352.8793855093203,89.71624429630836,135.2710080763174,149.94218044451242,18.455165215656415,3.570918663232966,0.5
16.85734745516061,21.249750828484725,4.934485215556854,4.523615130494811,1002.618063641516,5904.483921590174,75.46120600576128,197.29467311314488,73.19308137768544,97.96504888652194,91.02166918451272,26.216064823874625,-1.2289132264547218,0.5
38.27920559681217,21.5776251774011,-3.103488731680745,3.5386039813862933,2040.2297940898334,7114.553571674723,34.06605826274886,179.79837603044254,137.7554841209806,176.77736537122905,181.2344663184569,14.98965709968608,-2.8933040252704836,0.5
24.601496187791643,16.358400397918228,38.7359278454032,5.782970263056656,3770.5577598126424,5256.439285986027,40.23928782632062,226.93903273722015,141.85915284170827,83.24604609315574,89.24030654819136,22.811933825412716,1.6667352817751973,0.9334951092635553
16.401125779691156,7.872707225329209,10.099353752193258,2.4764570245642927,817.1384851170305,2420.9963982054965,28.381164051858093,182.53821214683867,42.85378303638932,101.49942843715127,96.71959757295603,20.627366830185093,-0.3326824391596297,0.5
60.37281683701061,6.005304100256554,16.179984639905094,3.5450125397465273,2033.9469352572335,5936.077711145368,6.0021391428741735,294.81979925584295,212.9693293728308,102.94093903698399,90.97660674499836,46.99066638201577,7.091914410162793,0.5
42.51138053291344,4.459095194494888,27.769190290181527,4.0645329030558415,2273.2241662864903,8703.376991537662,5.283544291457027,334.77681798255423,171.7417529535411,61.014179527495266,60.9157919330308,50.86064364327028,1.8884728326778806,0.7616613437915918
32.35468631835927,7.977956247165297,16.835456159432727,4.692489889519251,2788.3637308703146,3227.1205965036174,15.515656961278717,295.0039540369164,150.295664854192,160.70495436473507,159.3221889662222,85.07279416352465,-0.6230855929438085,0.8032606806261666
69.00499098098885,25.38053283959552,122.73637195358525,6.996231729751095,4203.465780727214,6830.03423574466,21.812245158643872,334.33111628483084,484.5272552757685,63.83933521731897,60.353219241554015,18.003572915586314,4.346371384812546,0.5
