iter	Logloss
0	0.5172647279
1	0.4090317332
2	0.345427726
3	0.297084861
4	0.2616103044
5	0.2366710665
6	0.2140647892
7	0.1996562074
8	0.1901609992
9	0.1828817361
10	0.1735922492
11	0.1654596415
12	0.1570976363
13	0.1507660159
14	0.1437018575
15	0.1374968103
16	0.1346840221
17	0.1293060288
18	0.1257154709
19	0.1214198639
20	0.117263518
21	0.1144793228
22	0.112149151
23	0.1093978482
24	0.1065770566
25	0.104254852
26	0.1023218372
27	0.1013212572
28	0.100708429
29	0.09808593634
30	0.09676911955
31	0.09552431901
32	0.09378785284
33	0.09227269357
34	0.09078137753
35	0.09014773471
36	0.08864269229
37	0.08799290464
38	0.08718271451
39	0.08603187064
40	0.08513759375
41	0.08443853641
42	0.0833551987
43	0.08231249541
44	0.08163208124
45	0.08028644633
46	0.07928456629
47	0.07854197673
48	0.07784299201
49	0.077220018
50	0.07642829674
51	0.07571843259
52	0.07517227543
53	0.07413620293
54	0.07367249842
55	0.07272306185
56	0.07201353906
57	0.0714298123
58	0.07069996866
59	0.07024629385
60	0.06956541487
61	0.06901269229
62	0.06841022068
63	0.06801845255
64	0.06723715316
65	0.06681959542
66	0.06582175341
67	0.06532371118
68	0.06491233394
69	0.06416264879
70	0.06340335517
71	0.06307183056
72	0.06216441558
73	0.06166511692
74	0.06116805515
75	0.06047285426
76	0.06011410931
77	0.05948456987
78	0.05918928943
79	0.05839933661
80	0.05789929716
81	0.05736409931
82	0.05688367623
83	0.05615401052
84	0.05576102226
85	0.05556351137
86	0.05513586946
87	0.05464483204
88	0.05433457242
89	0.05361127967
90	0.05295710539
91	0.05253148975
92	0.05207046516
93	0.05165293647
94	0.05110365274
95	0.05075020588
96	0.050381729
97	0.04994078195
98	0.04952886728
99	0.04927802687
100	0.04883052893
101	0.04866321969
102	0.04821497006
103	0.04756622097
104	0.04713636759
105	0.04669469064
106	0.04635427294
107	0.04598232816
108	0.04560160648
109	0.04525577086
110	0.04490918355
111	0.04448293607
112	0.04407699127
113	0.04359846737
114	0.04325987259
115	0.0427184434
116	0.0422375773
117	0.04202275592
118	0.04164898458
119	0.04125435496
120	0.04097273916
121	0.0406638667
122	0.04024762349
123	0.04005470621
124	0.03971490946
125	0.03938380609
126	0.03902644467
127	0.03858047188
128	0.0383055159
129	0.0379775863
130	0.03782049195
131	0.03757087166
132	0.03706753498
133	0.03694143391
134	0.03664070649
135	0.03642780244
136	0.03627436845
137	0.03591590674
138	0.0357702474
139	0.03556011405
140	0.0352311822
141	0.03500849902
142	0.0346849742
143	0.03436173626
144	0.03418826467
145	0.03397728522
146	0.03377764637
147	0.03372863087
148	0.03354356449
149	0.03327585299
150	0.03306253861
151	0.03286879702
152	0.03261225908
153	0.03244066125
154	0.03225064539
155	0.0319806389
156	0.03172486717
157	0.03142696855
158	0.0312182042
159	0.03093850936
160	0.03070029141
161	0.03051490548
162	0.03032047575
163	0.03007384949
164	0.02975756007
165	0.02963927177
166	0.02946859448
167	0.02920649336
168	0.02906099925
169	0.02889302547
170	0.02865453881
171	0.02849408549
172	0.02824156379
173	0.02814179883
174	0.0279746185
175	0.02779634268
176	0.02764918724
177	0.02746789924
178	0.02729144816
179	0.02716109845
180	0.02693610212
181	0.02681241224
182	0.02658635738
183	0.02640835573
184	0.02619378309
185	0.02597632538
186	0.02586182817
187	0.0256719503
188	0.02551240844
189	0.02532706608
190	0.0251152369
191	0.02487017392
192	0.02464905766
193	0.02450988929
194	0.02437865536
195	0.02424621582
196	0.02406335365
197	0.02393596346
198	0.02368675896
199	0.0234852046
